PC1,PC2,PC3,Placed
-1.821849322014101,0.8295219255151908,-0.15358293385838015,0
-0.15999019301314368,-0.6132983973566897,1.1105014082177562,1
-0.8551382195065775,1.055995175894619,0.44546573130658845,1
-0.9809276994452574,-0.31697038332374683,-0.568561657769091,0
-1.758827485029264,-1.1513024835340064,-0.2498355623281284,1
0.2291693605290788,0.521991443540898,0.8003638224313476,1
-1.4834897695839082,-1.3511120202932487,-0.8598958537572595,1
-0.7216635595188028,-0.6028978332941933,-0.5719940673603685,1
-0.7631957862521968,1.240119738032957,0.010054242248773083,0
-1.4853288532392575,-0.0603210053082932,0.32274419044421415,0
-0.9541111945164786,-0.5014053861172431,0.09520779977557167,0
1.0063681760145056,-0.2207840109576683,0.3932572566931962,1
2.9099700902061256,-0.3627349005932381,-0.8988101849993618,1
-0.6547436030129661,1.2695401137120497,1.6848374635108345,1
1.8408841329790413,1.3975562884351103,-0.29984596243036127,0
0.7149610428406913,1.823086668944463,0.964159342664884,1
0.5073702976181875,1.1177951321166235,1.820702923937581,0
-0.7916350194620895,-0.004859764855005321,1.1618383806957804,0
-0.5439485982101012,-0.04522930494885712,-1.184486640316375,1
0.08720570866449831,-1.6964066560510433,1.3308606173523267,1
-1.1973097043509133,0.08478337431608732,-0.5652710018101652,1
1.2254480873462428,-0.08098422746881177,-1.0873939104331785,1
1.252444041056767,0.3173331246991762,-0.023093101941531184,0
-1.0699400894900952,0.9555093505114781,-0.48065844655694123,1
-0.24810925018134394,2.0391406212198397,-0.748988476225354,1
2.314470348297651,1.2111608710793995,-0.2617027662991266,1
2.316049417345199,-1.2362261208631486,-0.3922349095019611,1
-0.7395409367768039,-1.6170391755856681,-0.1336488007430858,1
-0.8372874368119075,-1.3195141602176417,0.48651201636684427,0
0.8233598239744182,0.21295837754178867,-2.0482846008548976,0
-0.18284048785167512,-1.4188176403077055,-1.1439614444578152,1
-1.4342516554279137,-0.9775698709031105,-0.8913811515964674,1
2.1164770066171363,-0.6932130437425885,-0.8084098858743486,1
-1.1359632900513494,0.8328133870128184,2.0347029526188773,0
0.8724097584815619,-0.9285801543956301,0.8566566421339307,0
0.08282950326842807,0.8919800397558151,-1.3977754551915373,0
-0.044397041693801494,2.193768623269263,-0.5889945663038298,0
-0.9899116771770161,1.055455345855288,0.9330201201857313,0
1.0142359247890065,0.13029687025975295,-0.37491266872398454,1
0.3573111278403762,-0.8653426490663317,-0.02310808499898127,0
-1.2224252293265832,1.3876790216753487,-1.7624082349623351,0
0.14244728129538697,-0.9556267965794284,0.8358820292154919,0
1.057952138937424,-1.3394260223352235,0.4087744882986238,1
0.5120254825998872,0.41197600912455623,1.9054448149481882,0
-0.4798459447388697,2.006816573421878,0.28817264958222266,0
0.3037738066373493,-0.86563312027365,0.673793904300106,0
0.15448616828321204,0.1118083802255806,-0.511569932557493,0
1.9908094008001953,-0.1502670955620738,-0.14021903638504168,1
-2.1027528453470024,1.1625279147874092,-1.0576458052921536,1
-1.5984559534694427,-1.420920498397907,0.0072911452981468125,0
-2.6050009462838863,-0.8616217405164359,-0.2926365060799795,0
1.0468633617623722,-0.34257588723049825,-0.2114658289180406,0
-1.5278810959035416,-1.1824985079911963,-0.40963204578124685,1
-1.924158817080688,0.9016596764734562,-0.17621039546761047,0
0.2492120792980811,0.2129004799901147,1.0847117542032871,1
0.9111617063983914,0.41768677705855234,0.7831639809740418,0
2.1638820901020694,0.3924900237693082,0.5025972848614289,0
0.9917182293382757,-0.331363130127461,-2.0100565870803098,0
0.6143364235860133,0.8609112371851351,-0.36578555738124713,1
-0.35717278586949175,-1.6283793455809048,-0.35134364749983393,1
1.4796611851258765,2.3876060802878403,-0.35680432140838997,0
-0.3360319419462931,-1.505710381265289,0.016888047009050597,1
0.07764846782915932,-0.6576541807906915,-1.2098136854260524,0
-0.8791765986803854,1.6331656172222373,1.1913525350761092,0
-0.9747949452517058,0.22529220831208874,-0.3822766311768051,1
-0.7532201869021371,0.5650973043176365,-1.1628202494071702,1
0.5485426800460689,-0.8541112713413843,-0.7709826205944166,1
-0.0933541867795808,0.2163971227931454,-0.9649531707707589,1
-0.9574820716381424,0.3466329674814908,1.4063263616786732,0
-0.020241427442626383,0.018796934902505533,-0.4721552594963001,0
0.8384937663739515,-0.8485240189921927,0.26495918789961864,0
1.5093162002929397,-0.3906435016633151,1.4895508992792879,1
-0.013991963504781957,0.3839979431748481,-0.5798905632829506,0
1.2483052842207236,0.6658351418325983,0.8880693295945262,0
-0.3187487155170558,-1.2758844647128365,2.1034943120718923,0
-1.4213729353055964,-0.18214096767041524,-0.6494496113839396,1
0.4224771298731862,-1.662757830854073,0.5163708153991771,1
-1.1928618320939441,0.018879751247741286,1.3668539102025983,0
1.4603321427069864,0.4274723423495825,-1.2764335737198236,1
2.2389624223222557,-1.4160880282768287,0.6868030379277236,1
